SECTION,ROW,SEAT#,Position X,Position Y,Position Z,X_Axis,Y_Axis,Z_AXIS,Xsquare,Ysquare,Zsquare,Distance,coord,angle,Distance Score,Seat Score,Sales,Price per Seat,Customer 
SEC_126,ROW_L,SEAT_12,"131'-6 5/16""","6'-10 1/16""","13'-5 1/2""",131.5260417,6.838541667,13.45833333,17299.09964,46.76565213,181.1267361,132.3895465,"(131.5260417, 6.838541667)",0.0331,0.416092304,0.224596152,Open,,
SEC_126,ROW_M,SEAT_12,"134'-3 5/16""","6'-10 1/16""","14'-9""",134.2760417,6.838541667,14.75,18030.05537,46.76565213,217.5625,135.2567319,"(134.27604169999998, 6.838541667)",0.0324,0.396220581,0.214310291,Open,,
SEC_126,ROW_N,SEAT_12,"136'-9 15/16""","6'-10 1/16""","16'-0 1/2""",136.828125,6.838541667,16.04166667,18721.93579,46.76565213,257.3350694,137.9348995,"(136.828125, 6.838541667)",0.0318,0.377658892,0.204729446,Open,,
SEC_113,ROW_J,SEAT_04,"-126'-0 5/16""","6'-6 9/16""","10'-10 1/2""",-126.0260417,6.546875,10.875,15882.56318,42.86157227,118.265625,126.66369,"(-126.02604170000001, 6.546875)",0.033,0.455776739,0.24438837,Open,,
SEC_113,ROW_K,SEAT_04,"-128'-9 5/16""","6'-6 9/16""","12'-2""",-128.7760417,6.546875,12.16666667,16583.26891,42.86157227,148.0277778,129.5150889,"(-128.7760417, 6.546875)",0.0323,0.436014428,0.234157214,Open,,
SEC_113,ROW_L,SEAT_04,"-131'-6 5/16""","6'-6 9/16""","13'-5 1/2""",-131.5260417,6.546875,13.45833333,17299.09964,42.86157227,181.1267361,132.374801,"(-131.5260417, 6.546875)",0.0317,0.416194501,0.223947251,Open,,
SEC_113,ROW_M,SEAT_04,"-134'-3 5/16""","6'-6 9/16""","14'-9""",-134.2760417,6.546875,14.75,18030.05537,42.86157227,217.5625,135.242299,"(-134.27604169999998, 6.546875)",0.031,0.396320612,0.213660306,Open,,
SEC_113,ROW_N,SEAT_04,"-136'-9 15/16""","6'-6 9/16""","16'-0 1/2""",-136.828125,6.546875,16.04166667,18721.93579,42.86157227,257.3350694,137.9207469,"(-136.828125, 6.546875)",0.0304,0.37775698,0.20407849,Open,,
SEC_113,ROW_A,SEAT_04,"-103'-2 11/16""","6'-2 9/16""","1'-7""",-103.2239583,6.213541667,1.583333333,10655.18557,38.60810004,2.506944444,103.4229211,"(-103.22395829999999, 6.213541667)",0.0382,0.616852517,0.327526259,Open,,
SEC_113,ROW_B,SEAT_04,"-105'-10 11/16""","6'-2 9/16""","2'-7 1/2""",-105.890625,6.213541667,2.625,11212.82446,38.60810004,6.890625,106.1052458,"(-105.890625, 6.213541667)",0.0373,0.598262016,0.317781008,Open,,
SEC_113,ROW_C,SEAT_04,"-108'-10 11/16""","6'-2 9/16""","3'-8 1/2""",-108.890625,6.213541667,3.708333333,11857.16821,38.60810004,13.75173611,109.1307841,"(-108.890625, 6.213541667)",0.0363,0.57729279,0.306796395,Open,,
SEC_113,ROW_D,SEAT_04,"-111'-8 11/16""","6'-2 9/16""","4'-9 1/2""",-111.7239583,6.213541667,4.791666667,12482.24287,38.60810004,22.96006944,111.9991564,"(-111.72395829999999, 6.213541667)",0.0353,0.557412841,0.296356421,Open,,
SEC_113,ROW_E,SEAT_04,"-114'-6 11/16""","6'-2 9/16""","5'-11 1/2""",-114.5572917,6.213541667,5.958333333,13123.37307,38.60810004,35.50173611,114.8802982,"(-114.55729170000001, 6.213541667)",0.0344,0.53744439,0.285922195,Open,,
SEC_113,ROW_F,SEAT_04,"-117'-4 11/16""","6'-2 9/16""","7'-1 1/2""",-117.390625,6.213541667,7.125,13780.55884,38.60810004,50.765625,117.7706779,"(-117.390625, 6.213541667)",0.0337,0.517411913,0.275555957,Open,,
SEC_113,ROW_G,SEAT_04,"-120'-2 11/16""","6'-2 9/16""","8'-4""",-120.2239583,6.213541667,8.333333333,14453.80016,38.60810004,69.44444444,120.6725018,"(-120.22395829999999, 6.213541667)",0.0329,0.49730012,0.26510006,Open,,
SEC_113,ROW_H,SEAT_04,"-123'-0 11/16""","6'-2 9/16""","9'-7""",-123.0572917,6.213541667,9.583333333,15143.09703,38.60810004,91.84027778,123.5861862,"(-123.05729170000001, 6.213541667)",0.0321,0.477106125,0.254603063,Open,,
SEC_126,ROW_A,SEAT_11,"103'-2 11/16""","6'-2 7/16""","1'-7""",103.2239583,6.203125,1.583333333,10655.18557,38.47875977,2.506944444,103.4222958,"(103.22395829999999, 6.203125)",0.0382,0.616856851,0.327528426,Open,,
SEC_126,ROW_B,SEAT_11,"105'-10 11/16""","6'-2 7/16""","2'-7 1/2""",105.890625,6.203125,2.625,11212.82446,38.47875977,6.890625,106.1046363,"(105.890625, 6.203125)",0.0372,0.59826624,0.31773312,Open,,
SEC_126,ROW_C,SEAT_11,"108'-10 11/16""","6'-2 7/16""","3'-8 1/2""",108.890625,6.203125,3.708333333,11857.16821,38.47875977,13.75173611,109.1301916,"(108.890625, 6.203125)",0.0362,0.577296896,0.306748448,Open,,
SEC_126,ROW_D,SEAT_11,"111'-8 11/16""","6'-2 7/16""","4'-9 1/2""",111.7239583,6.203125,4.791666667,12482.24287,38.47875977,22.96006944,111.998579,"(111.72395829999999, 6.203125)",0.0353,0.557416843,0.296358422,Open,,
SEC_126,ROW_E,SEAT_11,"114'-6 11/16""","6'-2 7/16""","5'-11 1/2""",114.5572917,6.203125,5.958333333,13123.37307,38.47875977,35.50173611,114.8797352,"(114.55729170000001, 6.203125)",0.0344,0.537448292,0.285924146,Open,,
SEC_126,ROW_F,SEAT_11,"117'-4 11/16""","6'-2 7/16""","7'-1 1/2""",117.390625,6.203125,7.125,13780.55884,38.47875977,50.765625,117.7701287,"(117.390625, 6.203125)",0.0336,0.51741572,0.27550786,Open,,
SEC_126,ROW_G,SEAT_11,"120'-2 11/16""","6'-2 7/16""","8'-4""",120.2239583,6.203125,8.333333333,14453.80016,38.47875977,69.44444444,120.6719659,"(120.22395829999999, 6.203125)",0.0328,0.497303834,0.265051917,Open,,
SEC_126,ROW_H,SEAT_11,"123'-0 11/16""","6'-2 7/16""","9'-7""",123.0572917,6.203125,9.583333333,15143.09703,38.47875977,91.84027778,123.5856629,"(123.05729170000001, 6.203125)",0.0321,0.477109751,0.254604876,Open,,
SEC_213,ROW_A,SEAT_04,"-148'-3 7/8""","5'-5 7/16""","24'-2 5/8""",-148.3229167,5.453125,24.21875,21999.68761,29.73657227,586.5478516,150.3860766,"(-148.32291669999998, 5.453125)",0.0234,0.291362993,0.157381497,Open,,
SEC_213,ROW_D,SEAT_10,"-156'-6 7/8""","5'-4 9/16""","28'-11 7/16""",-156.5729167,5.380208333,28.953125,24515.07823,28.94664171,838.2834473,159.3182611,"(-156.57291669999998, 5.380208333)",0.0219,0.229456325,0.125678163,Open,,
SEC_213,ROW_E,SEAT_10,"-159'-3 7/8""","5'-4 9/16""","30'-5 7/16""",-159.3229167,5.380208333,30.453125,25383.79178,28.94664171,927.3928223,162.2964301,"(-159.32291669999998, 5.380208333)",0.0214,0.208815404,0.115107702,Open,,
SEC_213,ROW_F,SEAT_10,"-162'-0 7/8""","5'-4 9/16""","31'-11 7/16""",-162.0729167,5.380208333,31.953125,26267.63032,28.94664171,1021.002197,165.2803048,"(-162.07291669999998, 5.380208333)",0.0211,0.188134937,0.104617469,Open,,
